Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM	Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0030483	CG12725	chrX	-	13401839	13402863	0.0	0.0	0.0	FBgn0030483	CG12725	chrX	-	13401839	13402863	0.0	0.0	0.0
FBti0062881	.	chrX	+	19820246	19820347	0.0	0.0	0.0	FBti0062881	.	chrX	+	19820246	19820347	0.0	0.0	0.0
FBti0019661	.	chrX	-	21032880	21033357	0.0	0.0	0.0	FBti0019661	.	chrX	-	21032880	21033357	0.0	0.0	0.0
FBti0064091	.	chrX	+	21147091	21147448	0.0	0.0	0.0	FBti0064091	.	chrX	+	21147091	21147448	0.0	0.0	0.0
FBgn0030384	CG2577	chrX	+	12373118	12374448	0.0	0.0	0.0	FBgn0030384	CG2577	chrX	+	12373118	12374448	0.0	0.0	0.0
FBgn0025378	CG3795	chrX	-	1708806	1710182	0.0	0.0	0.0	FBgn0025378	CG3795	chrX	-	1708806	1710182	0.0	0.0	0.0
FBgn0266457	lncRNA:CR45082	chrX	-	21496526	21520017	0.000000	0.000000	0.000000	FBgn0266457	lncRNA:CR45082	chrX	-	21496526	21520017	0.0	0.0	0.0
FBgn0052694	CG32694	chrX	+	9989690	10006882	0.000000	0.000000	0.000000	FBgn0052694	CG32694	chrX	+	9989690	10006882	0.0	0.0	0.0
FBti0062901	.	chrX	-	20112111	20112157	0.0	0.0	0.0	FBti0062901	.	chrX	-	20112111	20112157	0.0	0.0	0.0
FBgn0053243	Ste:CG33243	chrX	-	14051818	14052541	0.000000	0.000000	0.000000	FBgn0053243	Ste:CG33243	chrX	-	14051818	14052541	0.0	0.0	0.0
FBgn0031139	CG11227	chrX	-	20930972	20933559	0.0	0.0	0.0	FBgn0031139	CG11227	chrX	-	20930972	20933559	0.0	0.0	0.0
FBgn0031110	Obp19b	chrX	+	20416733	20417812	0.0	0.0	0.0	FBgn0031110	Obp19b	chrX	+	20416733	20417812	0.0	0.0	0.0
FBti0061914	.	chrX	-	22944640	22944724	0.0	0.0	0.0	FBti0061914	.	chrX	-	22944640	22944724	0.0	0.0	0.0
FBti0064103	.	chrX	+	21175757	21176002	0.0	0.0	0.0	FBti0064103	.	chrX	+	21175757	21176002	0.0	0.0	0.0
FBti0062661	.	chrX	+	8747066	8747171	0.0	0.0	0.0	FBti0062661	.	chrX	+	8747066	8747171	0.0	0.0	0.0
FBgn0003057	CG10598	chrX	-	17225157	17226867	0.0	0.0	0.0	FBgn0003057	CG10598	chrX	-	17225157	17226867	0.0	0.0	0.0
FBti0061088	.	chrX	+	14784389	14784430	0.0	0.0	0.0	FBti0061088	.	chrX	+	14784389	14784430	0.0	0.0	0.0
FBti0019732	.	chrX	+	22560647	22562376	0.0	0.0	0.0	FBti0019732	.	chrX	+	22560647	22562376	0.0	0.0	0.0
FBgn0029727	CG6978	chrX	+	4784075	4786059	0.0	0.0	0.0	FBgn0029727	CG6978	chrX	+	4784075	4786059	0.0	0.0	0.0
FBgn0040349	CG3699	chrX	-	946662	947500	0.0	0.0	0.0	FBgn0040349	CG3699	chrX	-	946662	947500	0.0	0.0	0.0
FBgn0030540	CG11581	chrX	+	14176923	14178456	0.0	0.0	0.0	FBgn0030540	CG11581	chrX	+	14176923	14178456	0.0	0.0	0.0
FBti0062416	.	chrX	-	22935060	22936100	0.0	0.0	0.0	FBti0062416	.	chrX	-	22935060	22936100	0.0	0.0	0.0
FBgn0030538	betaNACtes1	chrX	-	14171487	14172624	0.0	0.0	0.0	FBgn0030538	betaNACtes1	chrX	-	14171487	14172624	0.0	0.0	0.0
FBgn0030156	CG15247	chrX	-	9874493	9876672	0.0	0.0	0.0	FBgn0030156	CG15247	chrX	-	9874493	9876672	0.0	0.0	0.0
FBgn0031103	CG12679	chrX	-	20375764	20376522	0.0	0.0	0.0	FBgn0031103	CG12679	chrX	-	20375764	20376522	0.0	0.0	0.0
FBti0061592	.	chrX	-	15653364	15653431	0.0	0.0	0.0	FBti0061592	.	chrX	-	15653364	15653431	0.0	0.0	0.0
FBti0062679	.	chrX	+	124065	124104	0.0	0.0	0.0	FBti0062679	.	chrX	+	124065	124104	0.0	0.0	0.0
FBti0060645	.	chrX	-	22363737	22364142	0.0	0.0	0.0	FBti0060645	.	chrX	-	22363737	22364142	0.0	0.0	0.0
FBti0063633	.	chrX	+	20928970	20929762	0.0	0.0	0.0	FBti0063633	.	chrX	+	20928970	20929762	0.0	0.0	0.0
FBgn0264509	asRNA:CR43908	chrX	+	11837633	11838026	0.0	0.0	0.0	FBgn0264509	asRNA:CR43908	chrX	+	11837633	11838026	0.0	0.0	0.0
FBgn0259195	CG42299	chrX	-	15574947	15575683	0.0	0.0	0.0	FBgn0259195	CG42299	chrX	-	15574947	15575683	0.0	0.0	0.0
FBgn0085367	CG34338	chrX	+	7768737	7769161	0.0	0.0	0.0	FBgn0085367	CG34338	chrX	+	7768737	7769161	0.0	0.0	0.0
FBti0062995	.	chrX	-	20344109	20344373	0.0	0.0	0.0	FBti0062995	.	chrX	-	20344109	20344373	0.0	0.0	0.0
FBti0064102	.	chrX	-	21162608	21164146	0.0	0.0	0.0	FBti0064102	.	chrX	-	21162608	21164146	0.0	0.0	0.0
FBgn0052755	CG32755	chrX	+	5950251	5951711	0.027468	0.399789	0.681741	FBgn0052755	CG32755	chrX	+	5950251	5951711	0.0	0.0	0.0
FBgn0053664	CG33664	chrX	+	6384220	6384899	0.0	0.0	0.0	FBgn0053664	CG33664	chrX	+	6384220	6384899	0.0	0.0	0.0
FBti0063693	.	chrX	-	19587242	19587299	0.0	0.0	0.0	FBti0063693	.	chrX	-	19587242	19587299	0.0	0.0	0.0
FBti0062417	.	chrX	-	22938886	22943309	0.0	0.0	0.0	FBti0062417	.	chrX	-	22938886	22943309	0.0	0.0	0.0
FBgn0030770	CG13010	chrX	-	16678265	16678945	0.080764	1.175496	2.004520	FBgn0030770	CG13010	chrX	-	16678265	16678945	0.0	0.0	0.0
FBgn0030577	CG5334	chrX	+	14775308	14776299	0.0	0.0	0.0	FBgn0030577	CG5334	chrX	+	14775308	14776299	0.0	0.0	0.0
FBti0019571	.	chrX	+	4763307	4763737	0.0	0.0	0.0	FBti0019571	.	chrX	+	4763307	4763737	0.0	0.0	0.0
FBti0064133	.	chrX	-	21157555	21157927	0.0	0.0	0.0	FBti0064133	.	chrX	-	21157555	21157927	0.0	0.0	0.0
FBgn0000644	Fcp3C	chrX	-	3173376	3174474	0.0	0.0	0.0	FBgn0000644	Fcp3C	chrX	-	3173376	3174474	0.0	0.0	0.0
FBgn0030159	CG9689	chrX	+	9881953	9883670	0.0	0.0	0.0	FBgn0030159	CG9689	chrX	+	9881953	9883670	0.0	0.0	0.0
FBgn0267068	lncRNA:CR45512	chrX	-	18730421	18731243	0.0	0.0	0.0	FBgn0267068	lncRNA:CR45512	chrX	-	18730421	18731243	0.0	0.0	0.0
FBgn0030187	Ipod	chrX	-	10231002	10233080	0.0	0.0	0.0	FBgn0030187	Ipod	chrX	-	10231002	10233080	0.0	0.0	0.0
FBtr0472732_df_nrg	.	chrX	+	18128234	18128256	0.0	0.0	0.0	FBtr0472732_df_nrg	.	chrX	+	18128234	18128256	0.0	0.0	0.0
FBgn0263830	CG40486	chrX	-	22958856	22960091	0.0	0.0	0.0	FBgn0263830	CG40486	chrX	-	22958856	22960091	0.0	0.0	0.0
FBti0063324	.	chrX	-	665377	665757	0.0	0.0	0.0	FBti0063324	.	chrX	-	665377	665757	0.0	0.0	0.0
FBti0019672	.	chrX	-	21160333	21161071	0.0	0.0	0.0	FBti0019672	.	chrX	-	21160333	21161071	0.0	0.0	0.0
FBti0061588	.	chrX	-	15556355	15556610	0.0	0.0	0.0	FBti0061588	.	chrX	-	15556355	15556610	0.0	0.0	0.0
FBgn0022770	Peritrophin-A	chrX	+	20244647	20248203	0.048813	0.710459	1.211513	FBgn0022770	Peritrophin-A	chrX	+	20244647	20248203	0.0	0.0	0.0
FBti0061881	.	chrX	-	22923785	22924220	0.0	0.0	0.0	FBti0061881	.	chrX	-	22923785	22924220	0.0	0.0	0.0
FBgn0267069	lncRNA:CR45513	chrX	+	18732813	18733673	0.0	0.0	0.0	FBgn0267069	lncRNA:CR45513	chrX	+	18732813	18733673	0.0	0.0	0.0
FBti0063526	.	chrX	+	20568280	20568350	0.0	0.0	0.0	FBti0063526	.	chrX	+	20568280	20568350	0.0	0.0	0.0
FBgn0267962	lncRNA:CR46242	chrX	+	14097599	14097965	0.000002	0.000029	0.000050	FBgn0267962	lncRNA:CR46242	chrX	+	14097599	14097965	0.0	0.0	0.0
FBti0060628	.	chrX	-	22382112	22382233	0.0	0.0	0.0	FBti0060628	.	chrX	-	22382112	22382233	0.0	0.0	0.0
FBgn0262341	mir-976	chrX	+	19558895	19558991	0.0	0.0	0.0	FBgn0262341	mir-976	chrX	+	19558895	19558991	0.0	0.0	0.0
FBgn0031082	CG17003	chrX	-	20000968	20002096	0.0	0.0	0.0	FBgn0031082	CG17003	chrX	-	20000968	20002096	0.0	0.0	0.0
FBgn0267038	lncRNA:CR45482	chrX	-	4047596	4049204	0.0	0.0	0.0	FBgn0267038	lncRNA:CR45482	chrX	-	4047596	4049204	0.0	0.0	0.0
FBgn0083994	lncRNA:CR41352	chrX	+	22917105	22917498	0.0	0.0	0.0	FBgn0083994	lncRNA:CR41352	chrX	+	22917105	22917498	0.0	0.0	0.0
FBgn0030161	CG15249	chrX	-	9887972	9899585	0.0	0.0	0.0	FBgn0030161	CG15249	chrX	-	9887972	9899585	0.0	0.0	0.0
FBgn0265701	lncRNA:CR44508	chrX	+	8707974	8708184	0.0	0.0	0.0	FBgn0265701	lncRNA:CR44508	chrX	+	8707974	8708184	0.0	0.0	0.0
FBgn0052679	CG32679	chrX	-	10366402	10367472	0.0	0.0	0.0	FBgn0052679	CG32679	chrX	-	10366402	10367472	0.0	0.0	0.0
FBgn0011975	tRNA:Ser-CGA-1-1	chrX	+	14015045	14015126	0.0	0.0	0.0	FBgn0011975	tRNA:Ser-CGA-1-1	chrX	+	14015045	14015126	0.0	0.0	0.0
FBgn0031163	CG14579	chrX	+	21193253	21194521	0.0	0.0	0.0	FBgn0031163	CG14579	chrX	+	21193253	21194521	0.0	0.0	0.0
FBgn0030826	CG12995	chrX	-	17209368	17209997	0.0	0.0	0.0	FBgn0030826	CG12995	chrX	-	17209368	17209997	0.0	0.0	0.0
FBgn0267061	lncRNA:CR45505	chrX	-	20293601	20294288	0.0	0.0	0.0	FBgn0267061	lncRNA:CR45505	chrX	-	20293601	20294288	0.0	0.0	0.0
FBti0061024	.	chrX	-	13992931	13992969	0.0	0.0	0.0	FBti0061024	.	chrX	-	13992931	13992969	0.0	0.0	0.0
FBgn0030707	CG8916	chrX	+	15921955	15924558	0.0	0.0	0.0	FBgn0030707	CG8916	chrX	+	15921955	15924558	0.0	0.0	0.0
FBti0061331	.	chrX	+	22651509	22651637	0.0	0.0	0.0	FBti0061331	.	chrX	+	22651509	22651637	0.0	0.0	0.0
FBgn0030385	Ir11a	chrX	-	12375596	12377755	0.0	0.0	0.0	FBgn0030385	Ir11a	chrX	-	12375596	12377755	0.0	0.0	0.0
FBgn0267965	lncRNA:CR46245	chrX	+	7134517	7135480	0.0	0.0	0.0	FBgn0267965	lncRNA:CR46245	chrX	+	7134517	7135480	0.0	0.0	0.0
FBti0064210	.	chrX	-	21388066	21388198	0.0	0.0	0.0	FBti0064210	.	chrX	-	21388066	21388198	0.0	0.0	0.0
FBti0062478	.	chrX	+	22930820	22931055	0.0	0.0	0.0	FBti0062478	.	chrX	+	22930820	22931055	0.0	0.0	0.0
FBgn0286004	mir-4966-2	chrX	+	19558607	19558693	0.0	0.0	0.0	FBgn0286004	mir-4966-2	chrX	+	19558607	19558693	0.0	0.0	0.0
FBti0064160	.	chrX	+	21154737	21154865	0.0	0.0	0.0	FBti0064160	.	chrX	+	21154737	21154865	0.0	0.0	0.0
FBgn0263509	lncRNA:CR43498	chrX	-	9727923	9728488	0.0	0.0	0.0	FBgn0263509	lncRNA:CR43498	chrX	-	9727923	9728488	0.0	0.0	0.0
FBti0061946	.	chrX	-	23011320	23011686	0.0	0.0	0.0	FBti0061946	.	chrX	-	23011320	23011686	0.0	0.0	0.0
FBgn0267072	lncRNA:CR45516	chrX	-	4805459	4805683	0.0	0.0	0.0	FBgn0267072	lncRNA:CR45516	chrX	-	4805459	4805683	0.0	0.0	0.0
FBgn0053239	Ste:CG33239	chrX	-	14056895	14057618	0.000000	0.000000	0.000000	FBgn0053239	Ste:CG33239	chrX	-	14056895	14057618	0.0	0.0	0.0
FBgn0030338	CG15741	chrX	-	11837543	11838026	0.0	0.0	0.0	FBgn0030338	CG15741	chrX	-	11837543	11838026	0.0	0.0	0.0
FBti0063502	.	chrX	+	20367937	20368180	0.0	0.0	0.0	FBti0063502	.	chrX	+	20367937	20368180	0.0	0.0	0.0
FBgn0000233	btd	chrX	+	9694186	9697558	0.012270	0.178586	0.304535	FBgn0000233	btd	chrX	+	9694186	9697558	0.0	0.0	0.0
FBti0062994	.	chrX	+	20349793	20349943	0.0	0.0	0.0	FBti0062994	.	chrX	+	20349793	20349943	0.0	0.0	0.0
FBti0060643	.	chrX	-	22370486	22370630	0.0	0.0	0.0	FBti0060643	.	chrX	-	22370486	22370630	0.0	0.0	0.0
FBgn0025620	CG13360	chrX	-	787855	790089	0.023082	0.335952	0.572883	FBgn0025620	CG13360	chrX	-	787855	790089	0.0	0.0	0.0
FBgn0265664	lncRNA:CR44471	chrX	+	5433439	5435797	0.104965	1.527734	2.605176	FBgn0265664	lncRNA:CR44471	chrX	+	5433439	5435797	0.0	0.0	0.0
FBgn0004649	yl	chrX	+	14193214	14199958	0.0	0.0	0.0	FBgn0004649	yl	chrX	+	14193214	14199958	0.0	0.0	0.0
FBti0061594	.	chrX	-	15666656	15666769	0.0	0.0	0.0	FBti0061594	.	chrX	-	15666656	15666769	0.0	0.0	0.0
FBti0064219	.	chrX	+	21413151	21413186	0.0	0.0	0.0	FBti0064219	.	chrX	+	21413151	21413186	0.0	0.0	0.0
FBgn0052706	CG32706	chrX	+	9087129	9088073	0.0	0.0	0.0	FBgn0052706	CG32706	chrX	+	9087129	9088073	0.0	0.0	0.0
FBti0060668	.	chrX	+	22415029	22415088	0.0	0.0	0.0	FBti0060668	.	chrX	+	22415029	22415088	0.0	0.0	0.0
FBgn0052571	TwdlX	chrX	+	16731091	16732630	0.0	0.0	0.0	FBgn0052571	TwdlX	chrX	+	16731091	16732630	0.0	0.0	0.0
FBgn0040651	CG15458	chrX	-	20413652	20414199	0.0	0.0	0.0	FBgn0040651	CG15458	chrX	-	20413652	20414199	0.0	0.0	0.0
FBgn0262486	CG43076	chrX	-	15222657	15223582	0.0	0.0	0.0	FBgn0262486	CG43076	chrX	-	15222657	15223582	0.0	0.0	0.0
FBgn0030104	CG15368	chrX	+	9215785	9216540	0.0	0.0	0.0	FBgn0030104	CG15368	chrX	+	9215785	9216540	0.0	0.0	0.0
FBti0061591	.	chrX	-	15648382	15648448	0.0	0.0	0.0	FBti0061591	.	chrX	-	15648382	15648448	0.0	0.0	0.0
FBgn0030558	CG1461	chrX	+	14261223	14265379	0.022320	0.324861	0.553971	FBgn0030558	CG1461	chrX	+	14261223	14265379	0.0	0.0	0.0
FBgn0265869	lncRNA:CR44658	chrX	+	14141729	14142111	0.0	0.0	0.0	FBgn0265869	lncRNA:CR44658	chrX	+	14141729	14142111	0.0	0.0	0.0
FBti0064093	.	chrX	+	21157931	21158667	0.0	0.0	0.0	FBti0064093	.	chrX	+	21157931	21158667	0.0	0.0	0.0
FBgn0267020	lncRNA:CR45464	chrX	-	22806501	22807399	0.0	0.0	0.0	FBgn0267020	lncRNA:CR45464	chrX	-	22806501	22807399	0.0	0.0	0.0
FBgn0260873	CG42583	chrX	+	20139793	20140170	0.0	0.0	0.0	FBgn0260873	CG42583	chrX	+	20139793	20140170	0.0	0.0	0.0
FBgn0000427	dec-1	chrX	-	7867161	7873222	0.0	0.0	0.0	FBgn0000427	dec-1	chrX	-	7867161	7873222	0.0	0.0	0.0
FBgn0086046	snoRNA:Me28S-A1705	chrX	-	10443911	10443989	0.000000	0.000000	0.000000	FBgn0086046	snoRNA:Me28S-A1705	chrX	-	10443911	10443989	0.0	0.0	0.0
FBti0060713	.	chrX	-	22382298	22382658	0.0	0.0	0.0	FBti0060713	.	chrX	-	22382298	22382658	0.0	0.0	0.0
FBgn0017561	Ork1	chrX	-	10878054	10891250	0.014765	0.214900	0.366459	FBgn0017561	Ork1	chrX	-	10878054	10891250	0.0	0.0	0.0
FBti0063737	.	chrX	-	19814509	19814775	0.0	0.0	0.0	FBti0063737	.	chrX	-	19814509	19814775	0.0	0.0	0.0
FBti0060691	.	chrX	+	22391381	22391847	0.0	0.0	0.0	FBti0060691	.	chrX	+	22391381	22391847	0.0	0.0	0.0
FBgn0030841	CG8568	chrX	-	17448990	17452543	0.0	0.0	0.0	FBgn0030841	CG8568	chrX	-	17448990	17452543	0.0	0.0	0.0
FBgn0053241	Ste:CG33241	chrX	-	14054357	14055080	0.000000	0.000000	0.000000	FBgn0053241	Ste:CG33241	chrX	-	14054357	14055080	0.0	0.0	0.0
FBgn0052553	lncRNA:CR32553	chrX	-	18124575	18127027	0.0	0.0	0.0	FBgn0052553	lncRNA:CR32553	chrX	-	18124575	18127027	0.0	0.0	0.0
FBti0060508	.	chrX	-	22639552	22641618	0.0	0.0	0.0	FBti0060508	.	chrX	-	22639552	22641618	0.0	0.0	0.0
FBgn0011977	tRNA:Ser-CGA-1-3	chrX	-	14103363	14103444	0.000000	0.000000	0.000000	FBgn0011977	tRNA:Ser-CGA-1-3	chrX	-	14103363	14103444	0.0	0.0	0.0
FBgn0030258	CG1552	chrX	-	11052171	11053556	0.0	0.0	0.0	FBgn0030258	CG1552	chrX	-	11052171	11053556	0.0	0.0	0.0
FBgn0011982	tRNA:Ser-AGA-2-1	chrX	-	14025566	14025647	0.0	0.0	0.0	FBgn0011982	tRNA:Ser-AGA-2-1	chrX	-	14025566	14025647	0.0	0.0	0.0
FBti0062441	.	chrX	-	22946291	22946845	0.0	0.0	0.0	FBti0062441	.	chrX	-	22946291	22946845	0.0	0.0	0.0
FBgn0030542	CG12481	chrX	+	14187253	14187841	0.0	0.0	0.0	FBgn0030542	CG12481	chrX	+	14187253	14187841	0.0	0.0	0.0
FBgn0262201	mir-973	chrX	+	19551528	19551628	0.0	0.0	0.0	FBgn0262201	mir-973	chrX	+	19551528	19551628	0.0	0.0	0.0
FBtr0472785_df_nrg	.	chrX	+	19551171	19551191	0.0	0.0	0.0	FBtr0472785_df_nrg	.	chrX	+	19551171	19551191	0.0	0.0	0.0
FBgn0030251	CG2145	chrX	+	10927399	10929712	0.036186	0.526676	0.898117	FBgn0030251	CG2145	chrX	+	10927399	10929712	0.0	0.0	0.0
FBgn0030389	CG15927	chrX	+	12454729	12455683	0.0	0.0	0.0	FBgn0030389	CG15927	chrX	+	12454729	12455683	0.0	0.0	0.0
FBgn0027107	Inx6	chrX	-	20267821	20269769	0.0	0.0	0.0	FBgn0027107	Inx6	chrX	-	20267821	20269769	0.0	0.0	0.0
FBtr0472787_df_nrg	.	chrX	+	19551742	19551763	0.0	0.0	0.0	FBtr0472787_df_nrg	.	chrX	+	19551742	19551763	0.0	0.0	0.0
FBgn0266095	lncRNA:CR44832	chrX	-	5790952	5791536	0.0	0.0	0.0	FBgn0266095	lncRNA:CR44832	chrX	-	5790952	5791536	0.0	0.0	0.0
FBgn0030313	Reepl1	chrX	+	11572707	11573640	0.079229	1.153154	1.966422	FBgn0030313	Reepl1	chrX	+	11572707	11573640	0.0	0.0	0.0
FBgn0267167	lncRNA:CR45607	chrX	-	18244892	18245180	0.0	0.0	0.0	FBgn0267167	lncRNA:CR45607	chrX	-	18244892	18245180	0.0	0.0	0.0
FBgn0264941	lncRNA:CR44110	chrX	+	14517290	14519516	0.0	0.0	0.0	FBgn0264941	lncRNA:CR44110	chrX	+	14517290	14519516	0.0	0.0	0.0
FBti0063524	.	chrX	+	20528159	20528239	0.0	0.0	0.0	FBti0063524	.	chrX	+	20528159	20528239	0.0	0.0	0.0
FBgn0011953	tRNA:Arg-TCG-1-1	chrX	-	14103719	14103791	0.000000	0.000000	0.000000	FBgn0011953	tRNA:Arg-TCG-1-1	chrX	-	14103719	14103791	0.0	0.0	0.0
FBti0062436	.	chrX	+	22888440	22888738	0.0	0.0	0.0	FBti0062436	.	chrX	+	22888440	22888738	0.0	0.0	0.0
FBgn0259789	zld	chrX	-	19766465	19783548	0.0	0.0	0.0	FBgn0259789	zld	chrX	-	19766465	19783548	0.0	0.0	0.0
FBgn0030617	CG9095	chrX	-	15139937	15163225	0.0	0.0	0.0	FBgn0030617	CG9095	chrX	-	15139937	15163225	0.0	0.0	0.0
FBgn0052548	CG32548	chrX	-	18435719	18440581	0.009301	0.135373	0.230846	FBgn0052548	CG32548	chrX	-	18435719	18440581	0.0	0.0	0.0
FBgn0053244	Ste:CG33244	chrX	-	14050549	14051272	0.000000	0.000000	0.000000	FBgn0053244	Ste:CG33244	chrX	-	14050549	14051272	0.0	0.0	0.0
FBgn0030904	upd2	chrX	-	18240654	18243284	0.037374	0.543967	0.927603	FBgn0030904	upd2	chrX	-	18240654	18243284	0.0	0.0	0.0
FBgn0025679	Klf15	chrX	-	4770557	4771588	0.0	0.0	0.0	FBgn0025679	Klf15	chrX	-	4770557	4771588	0.0	0.0	0.0
FBgn0260869	CG42579	chrX	+	20527631	20528043	0.0	0.0	0.0	FBgn0260869	CG42579	chrX	+	20527631	20528043	0.0	0.0	0.0
FBgn0029552	CG14631	chrX	+	1012035	1012624	0.0	0.0	0.0	FBgn0029552	CG14631	chrX	+	1012035	1012624	0.0	0.0	0.0
FBgn0030940	CG15040	chrX	-	18606610	18617589	0.0	0.0	0.0	FBgn0030940	CG15040	chrX	-	18606610	18617589	0.0	0.0	0.0
FBgn0030982	CG7423	chrX	-	19082609	19083290	0.0	0.0	0.0	FBgn0030982	CG7423	chrX	-	19082609	19083290	0.0	0.0	0.0
FBgn0267088	lncRNA:CR45532	chrX	-	7120374	7120741	0.0	0.0	0.0	FBgn0267088	lncRNA:CR45532	chrX	-	7120374	7120741	0.0	0.0	0.0
FBgn0029966	Ir7c	chrX	+	7874394	7876847	0.0	0.0	0.0	FBgn0029966	Ir7c	chrX	+	7874394	7876847	0.0	0.0	0.0
FBti0063658	.	chrX	+	21088374	21088480	0.0	0.0	0.0	FBti0063658	.	chrX	+	21088374	21088480	0.0	0.0	0.0
FBgn0003933	snRNA:U5:14B	chrX	-	16254008	16254117	0.0	0.0	0.0	FBgn0003933	snRNA:U5:14B	chrX	-	16254008	16254117	0.0	0.0	0.0
FBti0063943	.	chrX	+	11154163	11154208	0.0	0.0	0.0	FBti0063943	.	chrX	+	11154163	11154208	0.0	0.0	0.0
FBti0019600	.	chrX	-	7784300	7784532	0.0	0.0	0.0	FBti0019600	.	chrX	-	7784300	7784532	0.0	0.0	0.0
FBti0060608	.	chrX	-	22373988	22375455	0.0	0.0	0.0	FBti0060608	.	chrX	-	22373988	22375455	0.0	0.0	0.0
FBgn0266430	CG45060	chrX	-	9868068	9868568	0.0	0.0	0.0	FBgn0266430	CG45060	chrX	-	9868068	9868568	0.0	0.0	0.0
FBti0062899	.	chrX	-	20093463	20093893	0.0	0.0	0.0	FBti0062899	.	chrX	-	20093463	20093893	0.0	0.0	0.0
FBgn0265916	lncRNA:CR44705	chrX	-	18622466	18622706	0.0	0.0	0.0	FBgn0265916	lncRNA:CR44705	chrX	-	18622466	18622706	0.0	0.0	0.0
FBtr0304235_df_nrg	.	chrX	+	19551546	19551570	0.0	0.0	0.0	FBtr0304235_df_nrg	.	chrX	+	19551546	19551570	0.0	0.0	0.0
FBgn0262487	CG43077	chrX	-	17067304	17068523	0.0	0.0	0.0	FBgn0262487	CG43077	chrX	-	17067304	17068523	0.0	0.0	0.0
FBgn0029722	CG7024	chrX	+	4705309	4707504	0.000000	0.000000	0.000000	FBgn0029722	CG7024	chrX	+	4705309	4707504	0.0	0.0	0.0
FBti0061779	.	chrX	-	22819159	22819295	0.0	0.0	0.0	FBti0061779	.	chrX	-	22819159	22819295	0.0	0.0	0.0
FBgn0003920	snRNA:U2:14B	chrX	+	16254672	16254863	0.0	0.0	0.0	FBgn0003920	snRNA:U2:14B	chrX	+	16254672	16254863	0.0	0.0	0.0
FBgn0028583	lcs	chrX	-	21396727	21397316	0.0	0.0	0.0	FBgn0028583	lcs	chrX	-	21396727	21397316	0.0	0.0	0.0
FBgn0030260	CG1537	chrX	-	11062027	11063170	0.0	0.0	0.0	FBgn0030260	CG1537	chrX	-	11062027	11063170	0.0	0.0	0.0
FBti0063639	.	chrX	+	21002452	21002932	0.0	0.0	0.0	FBti0063639	.	chrX	+	21002452	21002932	0.0	0.0	0.0
FBgn0262263	mir-969	chrX	+	18124357	18124450	0.0	0.0	0.0	FBgn0262263	mir-969	chrX	+	18124357	18124450	0.0	0.0	0.0
FBgn0030824	CG5070	chrX	+	17203112	17203925	0.000000	0.000000	0.000000	FBgn0030824	CG5070	chrX	+	17203112	17203925	0.0	0.0	0.0
FBti0060218	.	chrX	-	22383582	22386747	0.0	0.0	0.0	FBti0060218	.	chrX	-	22383582	22386747	0.0	0.0	0.0
FBti0019697	.	chrX	+	21585301	21585858	0.0	0.0	0.0	FBti0019697	.	chrX	+	21585301	21585858	0.0	0.0	0.0
FBti0061060	.	chrX	-	14583202	14583436	0.0	0.0	0.0	FBti0061060	.	chrX	-	14583202	14583436	0.0	0.0	0.0
FBgn0267185	lncRNA:CR45625	chrX	+	12912560	12913009	0.0	0.0	0.0	FBgn0267185	lncRNA:CR45625	chrX	+	12912560	12913009	0.0	0.0	0.0
FBgn0083956	CG34120	chrX	+	21123634	21140951	0.004888	0.071143	0.121318	FBgn0083956	CG34120	chrX	+	21123634	21140951	0.0	0.0	0.0
FBti0061037	.	chrX	+	14314321	14314408	0.0	0.0	0.0	FBti0061037	.	chrX	+	14314321	14314408	0.0	0.0	0.0
FBtr0472928_df_nrg	.	chrX	+	19558631	19558652	0.0	0.0	0.0	FBtr0472928_df_nrg	.	chrX	+	19558631	19558652	0.0	0.0	0.0
FBgn0030204	Or9a	chrX	-	10458186	10459676	0.0	0.0	0.0	FBgn0030204	Or9a	chrX	-	10458186	10459676	0.0	0.0	0.0
FBti0063655	.	chrX	-	19326519	19326630	0.0	0.0	0.0	FBti0063655	.	chrX	-	19326519	19326630	0.0	0.0	0.0
FBti0062415	.	chrX	-	22886575	22889415	0.0	0.0	0.0	FBti0062415	.	chrX	-	22886575	22889415	0.0	0.0	0.0
FBti0062888	.	chrX	-	19939446	19940236	0.0	0.0	0.0	FBti0062888	.	chrX	-	19939446	19940236	0.0	0.0	0.0
FBgn0029681	CG15239	chrX	+	3884168	3890486	0.0	0.0	0.0	FBgn0029681	CG15239	chrX	+	3884168	3890486	0.0	0.0	0.0
FBgn0052695	CG32695	chrX	-	9872382	9874057	0.0	0.0	0.0	FBgn0052695	CG32695	chrX	-	9872382	9874057	0.0	0.0	0.0
FBgn0262181	mir-972	chrX	+	19551152	19551242	0.0	0.0	0.0	FBgn0262181	mir-972	chrX	+	19551152	19551242	0.0	0.0	0.0
FBgn0029723	Proc-R	chrX	+	4707916	4729487	0.000000	0.000000	0.000000	FBgn0029723	Proc-R	chrX	+	4707916	4729487	0.0	0.0	0.0
FBgn0053247	Ste:CG33247	chrX	-	14046772	14047495	0.000000	0.000000	0.000000	FBgn0053247	Ste:CG33247	chrX	-	14046772	14047495	0.0	0.0	0.0
